px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-0.520602	12.1604	4.91017	4.35267	0.264497	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	3.39386
-0.595819	11.9485	4.87369	4.36958	0.272334	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	2.15412e-314
-0.735603	11.7181	4.93482	4.34284	0.198114	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	2.58161
-0.974978	11.4742	5.11418	4.25371	0.0195666	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	2.15412e-314
-1.08709	11.2463	5.05628	4.24267	-0.0279664	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	1.5998
-1.27978	11.0236	5.15265	4.19267	-0.109572	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	2.15412e-314
-1.34045	10.7708	5.25431	4.27256	0.118519	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	2.81406
-1.47192	10.5143	5.31441	4.27006	0.104015	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	2.15412e-314
-1.56824	10.245	5.4231	4.30762	0.199162	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	1.36957
-1.64491	10.0378	5.31454	4.32814	0.219601	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	2.15412e-314
-1.73141	9.80965	5.22914	4.33613	0.19762	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	0.66449
-1.78463	9.59496	5.12705	4.36684	0.236117	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	2.15412e-314
-1.90997	9.3363	5.27752	4.36886	0.245575	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	2.17303
-1.98727	9.03735	5.3479	4.39421	0.265815	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	2.15412e-314
-2.06874	8.81932	5.19871	4.38663	0.191288	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	2.12207
-2.16251	8.56705	5.22409	4.38999	0.179722	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	2.15412e-314
-2.31006	8.3052	5.32946	4.35965	0.107368	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	2.36577
-2.3282	8.08153	5.1935	4.40676	0.182555	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	2.15412e-314
-2.37316	7.87698	5.05693	4.42638	0.192978	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	5.49015
-2.50069	7.62115	5.1524	4.40282	0.134069	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	2.15412e-314
-2.68675	7.37825	5.18888	4.32103	-0.0731396	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	4.40445
-2.79482	7.1255	5.22434	4.31384	-0.0798299	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	2.15412e-314
-2.83259	6.89537	5.18886	4.37068	0.0805197	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	2.31244
-2.85217	6.70173	5.00127	4.40634	0.132199	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	2.15412e-314
-2.89556	6.49189	4.81946	4.40672	0.0695881	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	3.1071
-2.95009	6.26068	4.79812	4.42053	0.0865884	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	2.15412e-314
-3.08223	6.00365	4.97637	4.40041	0.0681138	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	4.03979
-3.17958	5.72053	5.09403	4.39527	0.0504928	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	2.15412e-314
-3.29657	5.46832	5.11131	4.35545	-0.0723594	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	1.70129
-3.40652	5.20229	5.19368	4.3432	-0.0872513	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	2.15412e-314
-3.4623	4.95818	5.18474	4.382	0.0359042	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.644583
-3.59453	4.6652	5.35676	4.36458	0.00818848	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	2.15412e-314
-3.70457	4.40853	5.35904	4.3349	-0.0948337	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	1.59265
-3.85569	4.12488	5.51562	4.31053	-0.120464	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	2.15412e-314
-3.92187	3.88936	5.43947	4.35101	0.0285052	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	1.87099
-3.98433	3.66775	5.31354	4.36138	0.0354637	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	2.15412e-314
-4.07215	3.47862	5.15161	4.33921	-0.052991	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	4.00025
-4.16439	3.23543	5.15714	4.33786	-0.0511261	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	2.15412e-314
-4.28145	2.9757	5.23364	4.31882	-0.103245	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	0.488285
-4.37881	2.69357	5.3256	4.32166	-0.0881333	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	2.15412e-314
-4.46103	2.44544	5.30261	4.34016	-0.0127727	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.356471
-4.56964	2.17166	5.38746	4.34071	-0.00552751	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	2.15412e-314
-4.67342	1.95265	5.32451	4.29794	-0.170447	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	3.61232
-4.79885	1.66516	5.46144	4.29405	-0.153041	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	2.15412e-314
-4.91856	1.41711	5.47509	4.27866	-0.17813	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.082699
-4.97498	1.20146	5.31493	4.27864	-0.182103	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	2.15412e-314
-5.06314	1.00065	5.16015	4.28206	-0.127408	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	1.27752
-5.12132	0.781245	5.06229	4.28573	-0.123388	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	2.15412e-314
-5.22059	0.462416	5.29727	4.30207	-0.0911284	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	5.71943
-5.29436	0.227516	5.24244	4.30491	-0.0847659	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	2.15412e-314
-5.4029	-0.00659415	5.18607	4.31983	0.00833593	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	5.76385
-5.46954	-0.240532	5.14141	4.32871	0.0178367	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	2.15412e-314
-5.59181	-0.392262	4.98103	4.27794	-0.113821	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	3.20792
-5.72807	-0.560975	4.87253	4.24087	-0.173832	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	2.15412e-314
-5.84602	-0.789637	5.00788	4.20445	-0.297067	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	4.99734
-5.94362	-1.0877	5.17255	4.23122	-0.21118	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	2.15412e-314
-6.02892	-1.37658	5.26917	4.26303	-0.117789	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	3.2072
-6.17136	-1.57595	5.2058	4.23067	-0.16953	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	2.15412e-314
-6.31885	-1.81098	5.36175	4.18325	-0.314008	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	2.51309
-6.42821	-2.07724	5.42197	4.19399	-0.26236	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	2.15412e-314
-6.58008	-2.26521	5.2635	4.16766	-0.256583	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	3.2514
-6.73462	-2.4701	5.23582	4.13926	-0.286501	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	2.15412e-314
-6.89325	-2.67315	5.2055	4.11288	-0.305812	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	0.827939
-6.97605	-2.97483	5.33357	4.16554	-0.172643	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	2.15412e-314
-7.10158	-3.20089	5.26202	4.17252	-0.118984	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.354755
-7.22714	-3.38347	5.17146	4.15067	-0.15322	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	2.15412e-314
-7.36935	-3.64555	5.26014	4.16218	-0.112427	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.45001
-7.54018	-3.74639	5.04884	4.0844	-0.255453	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	2.15412e-314
-7.68765	-3.95186	5.09235	4.06884	-0.271595	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.475782
-7.83455	-4.1977	5.16675	4.07933	-0.223227	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	2.15412e-314
-7.98418	-4.41958	5.17784	4.0787	-0.198697	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.445013
-8.13826	-4.67483	5.26292	4.09206	-0.151753	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	2.15412e-314
-8.2705	-4.88221	5.09455	4.10821	-0.069276	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	1.88813
-8.39392	-5.10543	5.10318	4.1214	-0.0381086	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	2.15412e-314
-8.54448	-5.25941	4.94378	4.09533	-0.0675864	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	3.08115
-8.73481	-5.45181	4.96744	4.06513	-0.115883	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	2.15412e-314
-8.89555	-5.64871	4.99048	4.05242	-0.131378	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.28473
-9.04981	-5.83216	4.97091	4.03875	-0.145014	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	2.15412e-314
-9.19244	-5.97569	4.81305	4.01781	-0.160821	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	5.08782
-9.37981	-6.04918	4.66471	3.93716	-0.298671	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	2.15412e-314
-9.5609	-6.22959	4.75964	3.91954	-0.308243	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	1.28431
-9.68293	-6.46506	4.81476	3.96525	-0.193891	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	2.15412e-314
-9.9238	-6.60747	4.96979	3.89141	-0.329722	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	7.03803
-10.1276	-6.7796	5.0005	3.86732	-0.342321	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	2.15412e-314
-10.3199	-6.93231	5.03166	3.84049	-0.363772	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	0.709454
-10.5482	-7.12912	5.12232	3.82734	-0.351075	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	2.15412e-314
-10.7664	-7.25177	5.10414	3.7791	-0.409064	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	1.46381
-11.0116	-7.42729	5.18631	3.75652	-0.409835	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	2.15412e-314
-11.206	-7.55255	5.05945	3.73058	-0.420659	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	1.35333
-11.335	-7.73268	4.99307	3.76879	-0.314127	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	2.15412e-314
-11.536	-7.84782	4.94182	3.73638	-0.34544	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	1.57551
-11.7092	-7.95392	4.86805	3.7143	-0.356072	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	2.15412e-314
-11.9059	-8.05496	4.71876	3.6809	-0.38767	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	0.941711
-12.1157	-8.14419	4.70276	3.64066	-0.426098	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	2.15412e-314
-12.3513	-8.2714	4.96726	3.62674	-0.398659	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	2.89751
-12.5512	-8.35849	4.91659	3.59836	-0.415091	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	2.15412e-314
-12.7626	-8.42865	4.762	3.55285	-0.470943	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	1.24773
-13.0403	-8.52421	4.86058	3.50995	-0.503774	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	2.15412e-314
-13.3004	-8.61643	5.01651	3.48581	-0.487399	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	2.63014
-13.5158	-8.67185	4.96892	3.45172	-0.506085	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	2.15412e-314
-13.7402	-8.68846	4.79195	3.3812	-0.611848	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	2.83806
-13.9438	-8.83549	4.77334	3.42123	-0.485795	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	2.15412e-314
-14.2048	-8.9263	5.01981	3.42358	-0.404359	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	2.8127
-14.4144	-9.07139	4.98484	3.46366	-0.297432	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	2.15412e-314
-14.6376	-9.14785	4.89434	3.44768	-0.309516	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.441993
-14.9403	-9.12311	4.99295	3.34977	-0.456399	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	2.15412e-314
-15.2014	-9.19684	5.03105	3.33944	-0.433767	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	4.54167
-15.4555	-9.34191	5.0601	3.38033	-0.323346	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	2.15412e-314
-15.6933	-9.37076	4.89203	3.33275	-0.410485	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	2.06053
-15.9437	-9.46737	4.918	3.34469	-0.352844	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	2.15412e-314
-16.1953	-9.4723	4.87224	3.28958	-0.434545	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	2.1325
-16.4499	-9.45219	4.89711	3.22991	-0.501638	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	2.15412e-314
-16.6627	-9.45502	4.81475	3.19642	-0.525341	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	4.7769
-16.953	-9.42488	4.91669	3.13509	-0.585212	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	2.15412e-314
-17.1984	-9.50604	4.97978	3.17967	-0.423469	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	8.20947
-17.4603	-9.52502	5.00391	3.16459	-0.413141	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	2.15412e-314
-17.7189	-9.5109	4.96939	3.12222	-0.471359	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	1.65958
-17.9767	-9.46989	5.00201	3.07635	-0.509544	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	2.15412e-314
-18.2224	-9.42628	4.96251	3.02641	-0.57208	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	0.404076
-18.4028	-9.50147	4.78272	3.07212	-0.447216	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	2.15412e-314
-18.6356	-9.50011	4.83785	3.07553	-0.372838	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	1.75521
-18.8884	-9.48628	4.85974	3.05913	-0.369069	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	2.15412e-314
-19.1159	-9.45274	4.87653	3.04147	-0.352085	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	3.83615
-19.3799	-9.29978	4.99485	2.94162	-0.492707	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	2.15412e-314
-19.6174	-9.21172	4.95591	2.88064	-0.585292	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	0.896432
-19.8761	-9.06991	5.05421	2.80506	-0.661532	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	2.15412e-314
-20.1217	-8.95685	5.12685	2.76775	-0.642539	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	4.75101
-20.2539	-9.16599	4.62355	2.90984	-0.374262	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	2.15412e-314
-20.4893	-9.13736	4.6613	2.91585	-0.313856	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	1.53149
-20.7192	-9.02172	4.72731	2.8635	-0.374596	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	2.15412e-314
-20.9621	-8.94087	4.7511	2.83151	-0.410381	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.60457
-21.1556	-8.87422	4.68542	2.81496	-0.403151	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	2.15412e-314
-21.3886	-8.78882	4.69024	2.78311	-0.440537	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	1.9947
-21.5725	-8.7796	4.54691	2.8051	-0.367107	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	2.15412e-314
-21.7608	-8.63653	4.45521	2.71327	-0.560273	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	5.81158
-21.9621	-8.55142	4.44486	2.69187	-0.549336	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	2.15412e-314
-22.1715	-8.4565	4.52867	2.69274	-0.448793	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	2.4848
-22.4123	-8.3388	4.61893	2.66472	-0.457777	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	2.15412e-314
-22.6007	-8.22918	4.5727	2.6315	-0.491992	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	0.689465
-22.8636	-7.92641	4.94119	2.50758	-0.646946	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	2.15412e-314
-23.059	-7.76555	4.91809	2.44529	-0.748863	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	2.56908
-23.2879	-7.57482	5.03596	2.40101	-0.75638	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	2.15412e-314
-23.4938	-7.4379	5.07381	2.42959	-0.548339	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	2.55306
-23.6522	-7.31233	4.95246	2.41484	-0.533752	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	2.15412e-314
-23.848	-7.14174	5.00098	2.40029	-0.486841	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.841012
-23.9971	-7.08715	4.74582	2.41869	-0.427641	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	2.15412e-314
-24.165	-6.90131	4.75779	2.37213	-0.496379	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	1.97169
-24.3355	-6.62216	4.96197	2.29934	-0.570049	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	2.15412e-314
-24.5039	-6.44203	4.93929	2.26073	-0.624523	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	3.46058
-24.587	-6.33868	4.67372	2.24665	-0.60095	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	2.15412e-314
-24.7282	-6.1539	4.67978	2.22161	-0.578583	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.311178
-24.9163	-5.93545	4.80391	2.19571	-0.572931	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.15412e-314
-25.0487	-5.72732	4.82959	2.16856	-0.551315	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	1.8059
-25.1786	-5.57035	4.73598	2.15584	-0.530593	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	2.15412e-314
-25.3329	-5.38587	4.76104	2.16379	-0.424594	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	1.05645
-25.4848	-5.15066	4.86201	2.13728	-0.431746	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	2.15412e-314
-25.6127	-4.98123	4.80456	2.14583	-0.339449	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	5.64742
-25.729	-4.82671	4.68973	2.14038	-0.322652	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	2.15412e-314
-25.8462	-4.62206	4.6882	2.1146	-0.35085	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.160931
-25.9677	-4.36168	4.81599	2.07899	-0.378613	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	2.15412e-314
-26.0738	-4.13468	4.78523	1.99855	-0.614255	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	11.5338
-26.167	-3.82521	4.98056	1.94006	-0.65507	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	2.15412e-314
-26.2433	-3.57945	4.98995	1.87095	-0.787929	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	2.38913
-26.2622	-3.31132	5.01508	1.80662	-0.821778	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	2.15412e-314
-26.317	-3.0675	5.01406	1.76935	-0.807806	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	0.0220149
-26.3295	-2.84585	4.93538	1.72102	-0.822177	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	2.15412e-314
-26.3926	-2.62775	4.88338	1.72327	-0.685486	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	2.30545
-26.4599	-2.51187	4.60527	1.71626	-0.663754	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	2.15412e-314
-26.5184	-2.2789	4.63022	1.72036	-0.535806	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	1.4878
-26.5672	-2.09372	4.53358	1.70465	-0.523563	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	2.15412e-314
-26.5988	-1.8604	4.55655	1.69885	-0.439841	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	1.91266
-26.6009	-1.59835	4.63336	1.66356	-0.457723	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	2.15412e-314
-26.5947	-1.37963	4.59792	1.60667	-0.573085	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.75224
-26.5997	-1.14732	4.60458	1.57788	-0.573226	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	2.15412e-314
-26.6295	-0.931199	4.57602	1.56818	-0.534914	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	5.11415
-26.6443	-0.661735	4.679	1.54805	-0.523919	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	2.15412e-314
-26.6302	-0.41929	4.70915	1.4956	-0.62619	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	2.34817
-26.5845	-0.0932814	4.93055	1.45332	-0.636654	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	2.15412e-314
-26.5662	0.15095	4.93412	1.42424	-0.643288	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	2.74084
-26.5415	0.462938	5.10035	1.40089	-0.626433	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	2.15412e-314
-26.531	0.708856	5.06828	1.40797	-0.506677	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	1.82462
-26.5261	0.996143	5.15603	1.40088	-0.480471	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	2.15412e-314
-26.4853	1.27692	5.20755	1.40811	-0.355752	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	5.93679
-26.4349	1.49162	5.10811	1.38485	-0.364583	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	2.15412e-314
-26.3922	1.70357	5.01216	1.36799	-0.358712	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	8.36001
-26.3448	1.88974	4.8696	1.34739	-0.363309	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	2.15412e-314
-26.2731	2.11818	4.86792	1.30249	-0.459175	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.662577
-26.2162	2.28842	4.71213	1.27735	-0.463667	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	2.15412e-314
-26.1526	2.5095	4.68905	1.26873	-0.408006	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	0.384483
-26.0766	2.76072	4.75823	1.25028	-0.403825	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	2.15412e-314
-25.9789	2.97931	4.78834	1.18104	-0.585691	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	3.1446
-25.8712	3.28316	4.9936	1.15932	-0.57016	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	2.15412e-314
-25.7891	3.51653	4.99409	1.14229	-0.548181	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	2.09568
-25.6829	3.70232	4.90145	1.10743	-0.561662	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	2.15412e-314
-25.568	3.90506	4.86895	1.07511	-0.569187	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.10399
-25.503	4.06413	4.70984	1.0547	-0.564283	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	2.15412e-314
-25.3826	4.25765	4.68629	1.02542	-0.561133	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	0.552385
-25.2168	4.49105	4.79775	0.99088	-0.565744	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	2.15412e-314
-25.0685	4.68493	4.75555	0.980211	-0.47145	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	9.0804
-24.9512	4.87877	4.73644	0.962134	-0.46446	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	2.15412e-314
-24.7952	5.06612	4.74065	0.93146	-0.47201	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	2.31619
-24.6233	5.29757	4.8609	0.911218	-0.46264	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	2.15412e-314
-24.4507	5.47121	4.88878	0.852863	-0.575243	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.786723
